unique_id,journal_name,special_issue,key_topics
2025-0889-call-for,"Queerly Platformed:LGBTQ Realities, Resistance, and Algorithmic Life in the Age of social media",False,"Platform Governance, Censorship, Economies of Queer Influence, Platform-Specific Cultures, Digital Trauma, Resilience, Datafication, Surveillance, Intersectionality, Injustice, Algorithmic Erasure and Resistance, Queer Economies and Labor, LGBTQ influencers and platform labor, cyberbullying, platformed queer experiences"
2025-0888-call-for,"Prospero, Rivista di Letterature e culture straniere (A Journal of Foreign Literatures and cultures)",False,"literary studies, texts, textual analysis, hermeneutic, philological, historical perspective, interdisciplinary, relationships with other cultural expressions, English Literature, German Literature"
2025-0880-planned-unplanned,LLIDS,True,"Megacities and communal spaces, Narrative turn in urban planning, Migration and settler experience, Unplanned urbanization, Urban slums and Anti—poor architecture, Social fragmentation and planning, Health and hygiene in city and rural spaces, Designing Age-friendly cities, Disparities in Urban and rural demography, Vernacular architecture, Ecocriticism and urban planning, Counterurbanization in Postindustrial countries, Phenomenology of architecture/space/place, Architecture and Anthropocentricism, Architecture in sci-fi, dystopian, and utopian literature"
2025-0878-affective-passage,Fashion Highlight,True,"fashion making, worldbuilding, archiving, fashion praxis, BIPOC, decolonial discourse, fashion media"
2025-0868-cfp-september,Alma Mater – Journal of Interdisciplinary Cultural Studies,False,"cultural studies, social studies"
2025-0854-special-issue,Studies in Travel Writing,True,"sonic dimension, travel writing, soundscape, travelers’ techniques, habits of listening, sound and otherness, music, language as sound, acoustics, built environment, sound and affect, sound and (dis)ability, sound and empire, poetics of writing sonic experience"
2025-0855-women-remembering,Postcolonial Text,True,"postcolonialism, slavery, subjugation, women, power, violence, trauma, memory, identity"
2025-0866-the-politics,Asian Diasporic Visual Cultures and the Americas,True,"colonial archive, Asian diaspora, visual history, displacement, erasure, trauma"
2025-0848-call-for,Citizenship Studies,True,"posthumanism, citizenship, political-ecological systems, socio-technical systems, planetary sustainability, multispecies justice, posthuman communities"
2025-0859-cfp-reminder,Humanities Bulletin,False,"History, Literature, Philosophy, Arts"
2025-0849-femspec-call,Femspec,False,"science fiction, fantasy, magical realism, surrealism, myth, folklore, metamorphosis, evolution, change, renewal, coming out process, queer identity, desire"
2025-0846-historical-fictions,Journal of Historical Fictions,False,"Transnational, Postnational, Historical Fictions, Literature, Film, Television, Audio, Narrative non-fiction, Exhibitions, Documentaries, Historical narratives"
2025-0845-war-in,BFS (British Fantasy Society) Journal,True,"War, Fantasy, Conflict, Violence, Trauma, Middle Earth, Warfare, Marginal figures, Urban settings, Magic, Peace treaties, Aftermath of war, Valkyries, Visions in conflict"
2025-0844-cfp-paedeia,"PAEDEIA: NSU Journal of Humanities, Social Sciences, and Law",False,"Humanities, Social Sciences, Law, Literature, Linguistics, TESOL, Pedagogies, Legal framework, AI"
2025-0841-ivc-open,InVisible Culture,False,"Visual Studies, Cultural Studies, Film, Media Studies, Art History, Anthropology"
2025-0840-cheniere-journal,Chênière,False,"Humanities, History, Communication, English, Religion, Art, Music"
2025-0836-horror-studies,Horror Studies,True,"Female empowerment, Horror, Literature, Cinema, Madness, Trauma, Corporeality, Body Horror, Monsters, Environment, Ageism, Fatphobia, Consumption, Mothers, Adolescence, Gynehorror, Religion, Sexual violence, Indigenous horror, Colonialism, Racism, Social justice, Classism, Transgender, Sex work, Social justice, Activism, Slasher films"
2025-0830-call-for,La Créole,False,"family research, education, Creole history, Creole culture"
2025-0827-critical-pedagogy,Critical Pedagogy in ELT: Empowering Learners,True,"Critical language awareness, language teaching, Power dynamics, ELT classrooms, Critical literacy, multimodal teaching, Social justice, activism, ELT, Learner autonomy, agency, Critical pedagogy, online learning environments, Teacher education, critical pedagogy, Language Assessment, Inclusive ELT, Teaching Diverse Learners, Task-Based Learning, 21st Century, ELT, Language Policy, Global Perspectives, Authentic Materials"
2025-0809-cfp-soapbox,Soapbox: Journal for Cultural Analysis,False,"Bodies, Homes, Decolonial theory, Affective leaks, Phenomenological leaks, Architectural leaks, Posthuman leaks, Leaks and memory studies, Leaks in everyday life"
2025-0804-words-of,Gramma: Journal of Theory and Criticism,False,"selfhood, gender and identity, trauma and affect theories, psychotherapy, memory, genocide, forced migration, Holocaust, illness and disability, personality disorders, sentimentalization, trivialization, negative experiences"
2025-0806-cfp-caribbean,liquid blackness: journal of aesthetics and black studies,True,"Indigenization, Afro-Caribbean Cosmologies, Non-Linear Temporalities, Black Ecological Entanglements, Caribbean as Unbounded Space, Caribbean Aesthetic Strategies, Caribbean Aesthesis in Diaspora, Caribbean Legacies of Fascism and Resistance, Figurations of Beauty and Violence in the Caribbean, Caribbean Modalities of Non Sovereignty, Archipelagic Envisioning, Figuring Caribbean Thought in Transit, Figures and Conceptual Travel of Caribbean Thinkers, Caribbean Underclasses, Translation and the Afro-Caribbean, “Cric? Crac!” Narrative and the Ancestral, Créolisation, Antillanité, and Unity in Diversity, Philosophical Negativity in the Tropics"
2025-0800-cfp-disability,Jahrbuch für internationale Germanistik,True,"literary representations of physical, sensory, or mental disability, disability in medieval or early modern narratives, postmodern and posthuman readings of disabled bodies, the intersection of disability with gender, class, race, or religion, theoretical frameworks from Disability Studies applied to German and English texts, comparative or transnational perspectives on disability narratives, inclusion, exclusion, and the normalization of bodies in literature and culture"
2025-0791-special-issue,Women’s Studies: An Interdisciplinary Journal,True,"intellectual histories of anti-fascism and feminism, literary, artistics, and/or cinematic depictions of feminist resistance, theoretical essays on the relationship between gender and fascism, historical analyses of womens’ roles in resistance movements, comparative approaches to gendered depictions of resistance across periods and cultures, gender, antifascism, resistance"
2025-0790-cfp-addiction,Jahrbuch für internationale Germanistik,True,"literary depictions of drug and alcohol addiction, addictive behaviors and their representation in fiction and poetry, the relationship between addiction and trauma, war, or migration, ecocritical perspectives on consumerism and addiction, crises of identity, faith, or morality linked to compulsive behavior, philosophical and psychoanalytic readings of addiction in literature, historical and contemporary portrayals of crisis-driven dependency"
2025-0781-call-for,Fafnir: Nordic Journal of Science Fiction and Fantasy Research,False,"science fiction, fantasy, speculative genres"
2025-0764-journal-of,Journal of Dracula studies,False,"Bram Stoker, Dracula, historical Dracula, the vampire in literature, folklore, fiction, film, popular culture"
